YR,MON,EMI
1979,1,0.0162164
1979,2,0.139354
1979,3,0.177525
1979,4,0.0150907
1979,5,-0.254962
1979,6,-0.264686
1979,7,-0.133304
1979,8,-0.211768
1979,9,-0.429795
1979,10,-0.110391
1979,11,-0.0176297
1979,12,0.356102
1980,1,0.497803
1980,2,0.629508
1980,3,0.399472
1980,4,0.32266
1980,5,0.2365
1980,6,0.22763
1980,7,0.314926
1980,8,-0.0604835
1980,9,0.00559359
1980,10,0.277437
1980,11,0.339089
1980,12,0.280994
1981,1,0.36447
1981,2,0.0767334
1981,3,0.157643
1981,4,-0.14167
1981,5,-0.281406
1981,6,-0.45524
1981,7,-0.512115
1981,8,-0.237855
1981,9,-0.112538
1981,10,-0.0888238
1981,11,-0.0478399
1981,12,0.0477364
1982,1,-0.138478
1982,2,-0.0744182
1982,3,0.304928
1982,4,0.482135
1982,5,0.428532
1982,6,0.589826
1982,7,0.331704
1982,8,0.155228
1982,9,-0.0566269
1982,10,0.167875
1982,11,-0.303587
1982,12,-0.623531
1983,1,-0.463505
1983,2,-0.376343
1983,3,-0.553567
1983,4,-0.982725
1983,5,-1.06955
1983,6,-1.43443
1983,7,-1.5251
1983,8,-1.29388
1983,9,-1.17911
1983,10,-1.04681
1983,11,-0.901675
1983,12,-0.606837
1984,1,-0.49193
1984,2,-0.422745
1984,3,-0.548698
1984,4,-0.689081
1984,5,-0.417813
1984,6,-0.186717
1984,7,-0.138117
1984,8,-0.304558
1984,9,-0.195503
1984,10,-0.383964
1984,11,-0.678423
1984,12,-0.767513
1985,1,-0.204733
1985,2,-0.252977
1985,3,-0.551978
1985,4,-0.408841
1985,5,-0.172372
1985,6,-0.0920469
1985,7,0.200079
1985,8,0.255747
1985,9,0.216266
1985,10,0.120423
1985,11,0.117905
1985,12,0.00243156
1986,1,-0.147931
1986,2,-0.124342
1986,3,-0.041344
1986,4,0.0430372
1986,5,-0.00912944
1986,6,0.282302
1986,7,0.167707
1986,8,0.278219
1986,9,0.533906
1986,10,0.342359
1986,11,0.420181
1986,12,0.337834
1987,1,0.333643
1987,2,0.422623
1987,3,0.314642
1987,4,-0.0851266
1987,5,-0.0912455
1987,6,0.265076
1987,7,0.186871
1987,8,0.190509
1987,9,0.21726
1987,10,0.233307
1987,11,0.356885
1987,12,0.249709
1988,1,0.327878
1988,2,0.260995
1988,3,0.0463739
1988,4,-0.177862
1988,5,-0.32216
1988,6,-0.1077
1988,7,-0.321602
1988,8,-0.420646
1988,9,-0.524495
1988,10,-1.03635
1988,11,-1.16839
1988,12,-0.92836
1989,1,-1.29051
1989,2,-1.27568
1989,3,-0.969121
1989,4,-0.809759
1989,5,-0.369489
1989,6,-0.518192
1989,7,-0.4898
1989,8,-0.489049
1989,9,-0.21584
1989,10,-0.232268
1989,11,-0.0236049
1989,12,0.148768
1990,1,0.235197
1990,2,0.0920272
1990,3,0.283436
1990,4,0.116606
1990,5,0.120275
1990,6,0.0649675
1990,7,0.376686
1990,8,0.38201
1990,9,0.443225
1990,10,0.668877
1990,11,0.648765
1990,12,0.749833
1991,1,0.728981
1991,2,0.587672
1991,3,0.473964
1991,4,0.756863
1991,5,0.56223
1991,6,0.488073
1991,7,0.272208
1991,8,0.549941
1991,9,0.479619
1991,10,0.756026
1991,11,0.577816
1991,12,0.671676
1992,1,0.400173
1992,2,0.408863
1992,3,0.26264
1992,4,-0.01016
1992,5,-0.0518496
1992,6,0.167713
1992,7,0.540603
1992,8,0.286087
1992,9,0.36044
1992,10,0.215232
1992,11,0.327461
1992,12,0.414316
1993,1,0.471212
1993,2,0.267026
1993,3,0.109796
1993,4,0.160457
1993,5,0.0969466
1993,6,0.124146
1993,7,0.286655
1993,8,0.292506
1993,9,0.415886
1993,10,0.383952
1993,11,0.369789
1993,12,0.405701
1994,1,0.201951
1994,2,0.11057
1994,3,0.346413
1994,4,0.452605
1994,5,0.39735
1994,6,0.499783
1994,7,0.785502
1994,8,1.0836
1994,9,0.770721
1994,10,0.612265
1994,11,0.642417
1994,12,0.525323
1995,1,0.467386
1995,2,0.531336
1995,3,0.717429
1995,4,0.688095
1995,5,0.573088
1995,6,0.423551
1995,7,0.199542
1995,8,0.147742
1995,9,0.067384
1995,10,-0.141575
1995,11,-0.264747
1995,12,-0.166501
1996,1,-0.189237
1996,2,-0.245468
1996,3,-0.301654
1996,4,0.0354733
1996,5,-0.151597
1996,6,0.12005
1996,7,-0.148923
1996,8,-0.32758
1996,9,-0.239712
1996,10,-0.106053
1996,11,0.0640451
1996,12,0.244754
1997,1,0.275663
1997,2,0.142347
1997,3,-0.108228
1997,4,0.0996293
1997,5,-0.118528
1997,6,-0.570481
1997,7,-0.491009
1997,8,-0.515544
1997,9,-0.459671
1997,10,-0.663268
1997,11,-0.564806
1997,12,-0.971448
1998,1,-0.491103
1998,2,-0.519815
1998,3,-0.748249
1998,4,-0.96356
1998,5,-1.01529
1998,6,-1.06458
1998,7,-1.18243
1998,8,-1.28924
1998,9,-1.07289
1998,10,-1.17422
1998,11,-1.17758
1998,12,-1.19673
1999,1,-1.2953
1999,2,-1.45556
1999,3,-1.21425
1999,4,-0.708185
1999,5,-0.692196
1999,6,-0.560017
1999,7,-0.549332
1999,8,-0.588005
1999,9,-0.397765
1999,10,-0.489776
1999,11,-0.580616
1999,12,-0.786787
2000,1,-0.91371
2000,2,-1.23304
2000,3,-1.13811
2000,4,-1.16837
2000,5,-0.83143
2000,6,-0.297139
2000,7,-0.142354
2000,8,-0.220611
2000,9,-0.264982
2000,10,-0.331941
2000,11,-0.349166
2000,12,-0.663299
2001,1,-0.704849
2001,2,-0.839974
2001,3,-0.978548
2001,4,-0.729648
2001,5,-0.232031
2001,6,-0.0393651
2001,7,0.221539
2001,8,0.246053
2001,9,0.470373
2001,10,0.243449
2001,11,0.237619
2001,12,0.0891582
2002,1,0.345542
2002,2,0.113696
2002,3,-0.169567
2002,4,0.0219816
2002,5,0.0762908
2002,6,0.519723
2002,7,0.55679
2002,8,0.629642
2002,9,0.573929
2002,10,0.418591
2002,11,0.363457
2002,12,0.297481
2003,1,0.48714
2003,2,0.467773
2003,3,0.589757
2003,4,0.409828
2003,5,0.285621
2003,6,0.316033
2003,7,0.133869
2003,8,0.0128808
2003,9,0.253497
2003,10,0.201034
2003,11,0.13215
2003,12,0.0445485
2004,1,0.12169
2004,2,-0.0213574
2004,3,-0.183053
2004,4,-0.0151311
2004,5,0.327037
2004,6,0.457729
2004,7,0.590638
2004,8,0.699191
2004,9,0.700111
2004,10,0.682261
2004,11,0.461549
2004,12,0.366521
2005,1,0.569035
2005,2,0.519368
2005,3,0.501132
2005,4,0.290043
2005,5,0.0694672
2005,6,0.122748
2005,7,-0.154533
2005,8,-0.0835795
2005,9,0.246924
2005,10,0.243497
2005,11,0.555741
2005,12,0.425032
2006,1,-0.318704
2006,2,-0.871192
2006,3,-0.514995
2006,4,-0.155619
2006,5,-0.0773248
2006,6,0.0632055
2006,7,0.109453
2006,8,0.255514
2006,9,0.190181
2006,10,0.34894
2006,11,0.348709
2006,12,0.276899
2007,1,0.110693
2007,2,0.0321232
2007,3,0.228679
2007,4,0.299597
2007,5,0.1983
2007,6,0.235127
2007,7,0.0797465
2007,8,0.185856
2007,9,0.053888
2007,10,-0.1112
2007,11,-0.224239
2007,12,-0.467669
2008,1,-0.890783
2008,2,-1.30882
2008,3,-1.23638
2008,4,-1.02053
2008,5,-0.784753
2008,6,-0.672815
2008,7,-0.637694
2008,8,-0.754728
2008,9,-0.622905
2008,10,-0.569804
2008,11,-0.599456
2008,12,-0.794524
2009,1,-0.725052
2009,2,-0.682682
2009,3,-0.373159
2009,4,-0.415008
2009,5,-0.184289
2009,6,-0.121489
2009,7,-0.0769579
2009,8,0.109933
2009,9,0.316987
2009,10,0.593165
2009,11,0.858335
2009,12,0.777416
2010,1,0.880081
2010,2,0.663066
2010,3,0.562301
2010,4,0.198146
2010,5,-0.215033
2010,6,-0.300004
2010,7,-0.402581
2010,8,-0.655429
2010,9,-0.775563
2010,10,-0.785549
2010,11,-0.849926
2010,12,-0.930781
2011,1,-1.04928
2011,2,-1.12872
2011,3,-0.647431
2011,4,-0.628634
2011,5,-0.572426
2011,6,-0.502831
2011,7,-0.367077
2011,8,-0.450107
2011,9,-0.280744
2011,10,-0.423127
2011,11,-0.562012
2011,12,-0.899189
2012,1,-0.77319
2012,2,-1.0167
2012,3,-0.716108
2012,4,-0.583025
2012,5,-0.592365
2012,6,-0.567979
2012,7,-0.482179
2012,8,0.0275151
2012,9,0.115553
2012,10,0.33178
2012,11,0.298023
2012,12,0.112157
2013,1,0.0900642
2013,2,-0.282658
2013,3,-0.407369
2013,4,-0.0616409
2013,5,0.114601
2013,6,0.231854
2013,7,0.132891
2013,8,0.161705
2013,9,0.067877
2013,10,-0.0526004
2013,11,0.182274
2013,12,-0.143659
2014,1,-0.267037
2014,2,0.238587
2014,3,0.233848
2014,4,0.155047
2014,5,-0.0370177
2014,6,-0.240717
2014,7,-0.248913
2014,8,-0.091476
2014,9,0.254987
2014,10,0.259465
2014,11,0.338989
2014,12,0.272197
2015,1,0.478028
2015,2,0.729703
2015,3,0.584009
2015,4,0.545303
2015,5,0.204414
2015,6,0.123762
2015,7,0.194924
2015,8,0.365929
2015,9,0.167414
2015,10,0.231715
2015,11,0.52476
2015,12,0.356789
2016,1,0.203986
2016,2,0.398484
2016,3,0.178285
2016,4,0.282448
2016,5,0.0347837
2016,6,-0.155932
2016,7,-0.155886
2016,8,-0.274969
2016,9,-0.535133
2016,10,-0.600734
2016,11,-0.537962
2016,12,-0.359024
2017,1,-0.511017
2017,2,-0.579413
2017,3,-0.679656
2017,4,-0.316374
2017,5,-0.174797
2017,6,0.0612028
2017,7,0.11417
2017,8,0.0382957
2017,9,0.206135
2017,10,0.160144
2017,11,0.165578
2017,12,-0.027206
2018,1,-0.0222698
2018,2,-0.200351
2018,3,0.0515398
2018,4,0.231489
2018,5,0.0971875
2018,6,0.230645
2018,7,0.266171
2018,8,0.560003
2018,9,0.555329
2018,10,0.524743
2018,11,0.357184
